contrato,vigencia,fornecedor,modalidade,processo,valor_inicial,objeto,ano,ano_processo,mes_vigencia,ano_mes_vigencia,categoria,fornecedor_limpo,modalidade_limpa;
"281/2025,2027-02-01,HEMERSON HUBNER SERVICOS MEDICOS LTDA [45.557.471,09 - INEXIGIBILIDADE,313/2025,5568000.0,""Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos."",2025,2025,2,2027-02,Saúde,HEMERSON HUBNER SERVICOS MEDICOS LTDA,INEXIGIBILIDADE";
"280/2025,2027-02-01,ALFA GREGHI CONSULTORIA MEDICA LTDA [53.053.564/0001-,09 - INEXIGIBILIDADE,313/2025,5568000.0,""Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos."",2025,2025,2,2027-02,Saúde,ALFA GREGHI CONSULTORIA MEDICA LTDA,INEXIGIBILIDADE";
"279/2025,2027-02-01,NSV SERVICOS MEDICOS LTDA [51.353.207/0001-80],09 - INEXIGIBILIDADE,313/2025,5568000.0,""Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos."",2025,2025,2,2027-02,Saúde,NSV SERVICOS MEDICOS LTDA,INEXIGIBILIDADE";
"278/2025,2027-02-01,L K SERVICOS MEDICOS LTDA [24.467.554/0001-61],09 - INEXIGIBILIDADE,313/2025,5568000.0,""Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos."",2025,2025,2,2027-02,Saúde,L K SERVICOS MEDICOS LTDA,INEXIGIBILIDADE";
"277/2025,2026-12-22,SFM EVENTOS ESPORTIVOS LTDA - EPP [00.720.129/0001-74],30 - PREGÃO ELETRÔNICO,291/2025,201600.0,""Contratação de empresa para prestação de serviços de manutenção, conservação e limpeza de piscinas e espelhos d’água, incluindo o fornecimento de mão de obra qualificada, materiais de limpeza e tratamento e acessórios e equipamentos necessários, em atendimento à Secretaria de Governança de Assistência Social, Secretaria de Governança Educacional e Cultura e Secretaria de Governança de Gestão e Transparência, tendo como fonte de receita, Recursos Não Vinculados de Impostos."",2025,2025,12,2026-12,Obras e Engenharia,SFM EVENTOS ESPORTIVOS LTDA - EPP,PREGÃO ELETRÔNICO";
"276/2025,2026-12-22,APONTUAL COMERCIO LTDA - ME [08.307.817/0001-19],30 - PREGÃO ELETRÔNICO,291/2025,106428.0,""Contratação de empresa para prestação de serviços de manutenção, conservação e limpeza de piscinas e espelhos d’água, incluindo o fornecimento de mão de obra qualificada, materiais de limpeza e tratamento e acessórios e equipamentos necessários, em atendimento à Secretaria de Governança de Assistência Social, Secretaria de Governança Educacional e Cultura e Secretaria de Governança de Gestão e Transparência, tendo como fonte de receita, Recursos Não Vinculados de Impostos."",2025,2025,12,2026-12,Obras e Engenharia,APONTUAL COMERCIO LTDA - ME,PREGÃO ELETRÔNICO";
"275/2025,2026-12-17,DARU INDÃŠSTRIA TÃŠXTIL LTDA [37.020.966/0001-09],30 - PREGÃO ELETRÔNICO,322/2025,26666.0,""Aquisição de materiais esportivos e camisas, para atender aos usuários do “Programa Mexa-se, Hábitos de Vida Saudável”, desenvolvido pelo Município como prática preventiva e de promoção da saúde, referente ao Convênio nº 960677/2024, proposta nº 1042/2024 do Ministério do Esporte, em atendimento à Secretaria de Governança da Saúde, tendo como fonte de receita, Outras Transferências de Convênios ou Instrumentos Congêneres da União"",2025,2025,12,2026-12,Materiais e Equipamentos,DARU INDÃŠSTRIA TÃŠXTIL LTDA,PREGÃO ELETRÔNICO";
"274/2025,2026-12-17,""300 COMERCIO, SERVICO E LOGISTICA LTDA TÍTULO DO"",30 - PREGÃO ELETRÔNICO,322/2025,650.0,""Aquisição de materiais esportivos e camisas, para atender aos usuários do “Programa Mexa-se, Hábitos de Vida Saudável”, desenvolvido pelo Município como prática preventiva e de promoção da saúde, referente ao Convênio nº 960677/2024, proposta nº 1042/2024 do Ministério do Esporte, em atendimento à Secretaria de Governança da Saúde, tendo como fonte de receita, Outras Transferências de Convênios ou Instrumentos Congêneres da União"",2025,2025,12,2026-12,Materiais e Equipamentos,""300 COMERCIO, SERVICO E LOGISTICA LTDA TÍTULO DO"",PREGÃO ELETRÔNICO";
"273/2025,2026-06-15,DUDA SHOP STORE COMERCIO DE ELETROELETRONICOS,30 - PREGÃO ELETRÔNICO,312/2025,7000.0,""Aquisição de materiais permanentes, para assegurar a continuidade, eficiência e qualidade dos serviços das unidades públicas sob a responsabilidade administrativa da Secretaria de Governança de Assistência Social, tendo como fonte de receita, Transferência de Recursos do Fundo Nacional de Assistência Social, Transferência de Recursos dos Fundos Estaduais de Assistência Social e Recursos Não Vinculados de Impostos."",2025,2025,6,2026-06,Materiais e Equipamentos,DUDA SHOP STORE COMERCIO DE ELETROELETRONICOS,PREGÃO ELETRÔNICO";
"272/2025,2026-06-15,B9 BEBEDOUROS INDUSTRIA E COMERCIO LTDA [05.490.249,30 - PREGÃO ELETRÔNICO,312/2025,2025.0,""Aquisição de materiais permanentes, para assegurar a continuidade, eficiência e qualidade dos serviços das unidades públicas sob a responsabilidade administrativa da Secretaria de Governança de Assistência Social, tendo como fonte de receita, Transferência de Recursos do Fundo Nacional de Assistência Social, Transferência de Recursos dos Fundos Estaduais de Assistência Social e Recursos Não Vinculados de Impostos."",2025,2025,6,2026-06,Materiais e Equipamentos,B9 BEBEDOUROS INDUSTRIA E COMERCIO LTDA,PREGÃO ELETRÔNICO";
"271/2025,2026-06-15,CASTRO EQUIPAMENTOS LTDA [42.753.718/0001-07],30 - PREGÃO ELETRÔNICO,312/2025,2735.0,""Aquisição de materiais permanentes, para assegurar a continuidade, eficiência e qualidade dos serviços das unidades públicas sob a responsabilidade administrativa da Secretaria de Governança de Assistência Social, tendo como fonte de receita, Transferência de Recursos do Fundo Nacional de Assistência Social, Transferência de Recursos dos Fundos Estaduais de Assistência Social e Recursos Não Vinculados de Impostos."",2025,2025,6,2026-06,Materiais e Equipamentos,CASTRO EQUIPAMENTOS LTDA,PREGÃO ELETRÔNICO";
"270/2025,2026-06-15,COMERCIAL PRIME LTDA [55.176.303/0001-51],30 - PREGÃO ELETRÔNICO,312/2025,17685.0,""Aquisição de materiais permanentes, para assegurar a continuidade, eficiência e qualidade dos serviços das unidades públicas sob a responsabilidade administrativa da Secretaria de Governança de Assistência Social, tendo como fonte de receita, Transferência de Recursos do Fundo Nacional de Assistência Social, Transferência de Recursos dos Fundos Estaduais de Assistência Social e Recursos Não Vinculados de Impostos."",2025,2025,6,2026-06,Materiais e Equipamentos,COMERCIAL PRIME LTDA,PREGÃO ELETRÔNICO";
"269/2025,2026-06-15,TECNO SOLUTIONS LTDA [51.437.196/0001-17],30 - PREGÃO ELETRÔNICO,312/2025,19567.84,""Aquisição de materiais permanentes, para assegurar a continuidade, eficiência e qualidade dos serviços das unidades públicas sob a responsabilidade administrativa da Secretaria de Governança de Assistência Social, tendo como fonte de receita, Transferência de Recursos do Fundo Nacional de Assistência Social, Transferência de Recursos dos Fundos Estaduais de Assistência Social e Recursos Não Vinculados de Impostos."",2025,2025,6,2026-06,Materiais e Equipamentos,TECNO SOLUTIONS LTDA,PREGÃO ELETRÔNICO";
"268/2025,2026-06-15,COMERCIAL PAES LTDA [32.415.661/0001-74],30 - PREGÃO ELETRÔNICO,312/2025,18697.0,""Aquisição de materiais permanentes, para assegurar a continuidade, eficiência e qualidade dos serviços das unidades públicas sob a responsabilidade administrativa da Secretaria de Governança de Assistência Social, tendo como fonte de receita, Transferência de Recursos do Fundo Nacional de Assistência Social, Transferência de Recursos dos Fundos Estaduais de Assistência Social e Recursos Não Vinculados de Impostos."",2025,2025,6,2026-06,Materiais e Equipamentos,COMERCIAL PAES LTDA,PREGÃO ELETRÔNICO";
"267/2025,2026-06-15,FRANCIELE ELETRO LTDA [47.646.580/0001-52],30 - PREGÃO ELETRÔNICO,312/2025,15480.0,""Aquisição de materiais permanentes, para assegurar a continuidade, eficiência e qualidade dos serviços das unidades públicas sob a responsabilidade administrativa da Secretaria de Governança de Assistência Social, tendo como fonte de receita, Transferência de Recursos do Fundo Nacional de Assistência Social, Transferência de Recursos dos Fundos Estaduais de Assistência Social e Recursos Não Vinculados de Impostos."",2025,2025,6,2026-06,Materiais e Equipamentos,FRANCIELE ELETRO LTDA,PREGÃO ELETRÔNICO";
"266/2025,2026-12-15,HB PROTECTION LTDA [40.276.871/0001-57],30 - PREGÃO ELETRÔNICO,300/2025,22500.0,""Aquisição de jaquetas, modelo corta vento forrada, itens fracassados no Pregão Eletrônico nº 028/2025, para atender aos Vigilantes Patrimoniais e aos Auxiliares de Serviços da Educação (ASE), vinculados ao Departamento de Guarda e Vigilância Patrimonial, tendo como fonte de receita, Recurso Não Vinculados de Impostos."",2025,2025,12,2026-12,Educação,HB PROTECTION LTDA,PREGÃO ELETRÔNICO";
"265/2025,2026-12-17,COMERCIAL UNIESPORTES EIRELI - ME [22.193.752/0001-59],30 - PREGÃO ELETRÔNICO,322/2025,6150.0,""Aquisição de materiais esportivos e camisas, para atender aos usuários do “Programa Mexa-se, Hábitos de Vida Saudável”, desenvolvido pelo Município como prática preventiva e de promoção da saúde, referente ao Convênio nº 960677/2024, proposta nº 1042/2024 do Ministério do Esporte, em atendimento à Secretaria de Governança da Saúde, tendo como fonte de receita, Outras Transferências de Convênios ou Instrumentos Congêneres da União"",2025,2025,12,2026-12,Materiais e Equipamentos,COMERCIAL UNIESPORTES EIRELI - ME,PREGÃO ELETRÔNICO";
"264/2025,2026-12-10,INSTITUTO ALCANTARA - QUALIDADE DE VIDA E BEM ESTAR,09 - INEXIGIBILIDADE,182/2025,132000.0,""Credenciamento de pessoa jurídica para fornecer serviços de consultas médicas, no território de Coronel Fabriciano, em conformidade com a “Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema Único de Saúde - SUS” - GRUPO 02 - SUBGRUPO 1 -"",2025,2025,12,2026-12,Tecnologia,INSTITUTO ALCANTARA - QUALIDADE DE VIDA E BEM ESTAR,INEXIGIBILIDADE";
"263/2025,2026-12-10,SANTIAGO E VIZANI CUIDADOS MEDICOS LTDA [33.805.562,09 - INEXIGIBILIDADE,182/2025,924000.0,""Credenciamento de pessoa jurídica para fornecer serviços de consultas médicas, no território de Coronel Fabriciano, em conformidade com a “Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema Único de Saúde - SUS” - GRUPO 02 - SUBGRUPO 1 - CONSULTAS, ATENDIMENTOS E ACOMPANHAMENTOS, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS 009/2025,tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal, Estadual e Recursos não Vinculados de Impostos."",2025,2025,12,2026-12,Tecnologia,SANTIAGO E VIZANI CUIDADOS MEDICOS LTDA,INEXIGIBILIDADE";
"262/2025,2026-12-15,ASSOCIACAO COMERCIAL INDUSTRIAL E DE PRESTAÇÃO,09 - INEXIGIBILIDADE,286/2025,35400.0,""Contratação da ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E DE PRESTAÇÃO DE SERVIÇOS DE CORONEL FABRICIANO – ACICEL - CDL, para locação de imóvel, localizado na Rua José Anastácio Franco nº 78, Bairro Centro, Coronel Fabriciano/MG, para funcionamento do Instituto Mineiro de Agropecuária - IMA, em conformidade com o acordo de cooperação técnica, firmado entre o Município de Coronel Fabriciano e o Instituto Mineiro de Agropecuária - IMA, em atendimento à Secretaria de Governança Estratégica da Qualidade, Inovação Tecnológica e Sustentabilidade Econômica, para o período de 12 (doze) meses, ao valor global de R$ 35.400,00 (trinta e cinco mil e quatrocentos reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso V, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025,12,2026-12,Saúde,ASSOCIACAO COMERCIAL INDUSTRIAL E DE PRESTAÇÃO,INEXIGIBILIDADE";
"261/2025,2026-04-11,""PAULO CAMARGO ULTRA-SOM, SUPRIMENTOS E"",30 - PREGÃO ELETRÔNICO,243/2025,139900.0,""Aquisição de aparelho de ultrassonografia destinado ao fortalecimento da capacidade diagnóstica e assistencial do Centro de Atenção Ambulatorial Especializado (CAAE), unidade vinculada à Secretaria de Governança da Saúde do Município de Coronel Fabriciano/MG. Utilizando o recurso: Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual."",2025,2025,4,2026-04,Saúde,""PAULO CAMARGO ULTRA-SOM, SUPRIMENTOS E"",PREGÃO ELETRÔNICO";
"260/2025,2026-12-10,DORNELAS SERVICOS DE SAUDE LTDA [42.435.382/0001-26],09 - INEXIGIBILIDADE,313/2025,5568000.0,""Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos."",2025,2025,12,2026-12,Saúde,DORNELAS SERVICOS DE SAUDE LTDA,INEXIGIBILIDADE";
"259/2025,2027-02-01,FIGUEIREDO SAUDE LTDA [57.445.760/0001-20],09 - INEXIGIBILIDADE,313/2025,5568000.0,""Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos."",2025,2025,2,2027-02,Saúde,FIGUEIREDO SAUDE LTDA,INEXIGIBILIDADE";
"258/2025,2027-02-01,HEALTH CUIDADOS ESPECIALIZADOS LTDA [22.990.390/0001-,09 - INEXIGIBILIDADE,313/2025,5568000.0,""Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos."",2025,2025,2,2027-02,Saúde,HEALTH CUIDADOS ESPECIALIZADOS LTDA,INEXIGIBILIDADE";
"257/2025,2026-12-10,DR. VINICIUS CASTRO - MEDICINA E SAUDE LTDA [62.766.008,09 - INEXIGIBILIDADE,313/2025,5568000.0,""Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não Vinculados de Impostos."",2025,2025,12,2026-12,Saúde,DR. VINICIUS CASTRO - MEDICINA E SAUDE LTDA,INEXIGIBILIDADE";
"256/2025,2026-12-10,AVIVE GESTAO DE SERVICOS MEDICOS LTDA. [33.458.003,09 - INEXIGIBILIDADE,313/2025,5568000.0,""Credenciamento de pessoa jurídica para fornecer serviços de Consultas Médicas, no território de Coronel Fabriciano, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS nº 007/2023, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual e Recursos não"",2025,2025,12,2026-12,Saúde,AVIVE GESTAO DE SERVICOS MEDICOS LTDA.,INEXIGIBILIDADE";
255/2025,2026-12-05,POP LEKO ORGANIZAÇÃO DE FESTAS LTDA [04.016.360,28 - PREGÃO ELETRÔNICO - ADESÃO A REG DE PREÇOS,367/2025,1055943.0,CONTRATO DE PRESTAÇÃO DE SERVIÇOS,2025,2025,12,2026-12,Outros,POP LEKO ORGANIZAÇÃO DE FESTAS LTDA,PREGÃO ELETRÔNICO - ADESÃO A REG DE PREÇOS;
"254/2025,2026-11-28,UNIMAG DIAGNOSTICO POR IMAGEM LTDA [23.018.851/0007-,09 - INEXIGIBILIDADE,241/2025,499553.9,""Credenciamento de empresas para realização dos procedimentos com finalidade diagnóstica nas seguintes áreas: métodos diagnósticos em cardiologia, diagnóstico por procedimentos endoscópicos, de forma continuada e complementar ao Sistema Único de Saúde de Coronel Fabriciano, de acordo com a nomenclatura da “Tabela diferenciada de valores aprovadas pelo Conselho Municipal de Saúde”, conforme a Resolução CMS 036, de 04 de abril de 2019, e atualização constante da Resolução CMS 014, de 21 de julho de 2025, constantes nos Planos Operativos do anexo I do presente instrumento, para atender às demandas da Secretaria de Governança da Saúde, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal."",2025,2025,11,2026-11,Tecnologia,UNIMAG DIAGNOSTICO POR IMAGEM LTDA,INEXIGIBILIDADE";
"253/2025,2026-11-19,GMP SERVICOS MEDICOS LTDA [62.979.426/0001-96],25 - CREDENCIAMENTO,209/2023,72000.0,""credenciamento de pessoa jurídica, que aceitem as exigências estabelecidas pelas normas do SUS e do direito administrativo, para fornecer serviços de consultas médicas no território de Coronel Fabriciano, em conformidade com a """"Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema de Único de Saúde - SUS"""", tendo como fonte de receita, Recursos não Vinculados de Impostos e Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal e Estadual."",2025,2023,11,2026-11,Tecnologia,GMP SERVICOS MEDICOS LTDA,CREDENCIAMENTO";
"252/2025,2026-11-24,LINEHOSP MEDICAL COMERCIO DE PRODUTOS,31 - PREGÃO ELETRÔNICO REGISTRO DE PREÇO,266/2024,8380740.79,""Futura e eventual aquisição de materiais médico-hospitalar, bens duráveis e saneantes, objeto detalhado no BANCO DE PREÇOS DESENVOLVIDO PELO TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS (TCE/MG), aplicando-se o maior desconto percentual, com base na mediana dos preços, para atender aos Departamentos da Secretaria de Governança da Saúde do Município de Coronel Fabriciano/MG, tendo como fonte de receitas, Transferência Fundo a Fundo de Recursos do SUS, Provenientes do Governo Federal e Estadual"",2025,2024,11,2026-11,Saúde,LINEHOSP MEDICAL COMERCIO DE PRODUTOS,PREGÃO ELETRÔNICO REGISTRO DE PREÇO";
"251/2025,2026-06-15,ANDRADE ENGENHARIA LTDA [22.620.885/0001-64],04 - CONCORRÊNCIA,249/2025,1431665.0,""Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para prestação de serviço de execução de sistema de drenagem pluvial, para prevenção de deslizamento de encostas na Rua Padre Américo, Bairro Manoel Maia, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Recursos não Vinculados de Impostos."",2025,2025,6,2026-06,Obras e Engenharia,ANDRADE ENGENHARIA LTDA,CONCORRÊNCIA";
"250/2025,2026-11-13,XMED SAUDE PRODUTOS MEDICO-HOSPITALARES LTDA,30 - PREGÃO ELETRÔNICO,265/2025,132558.96,""Contratação de empresa, para Locação de Conjunto Completo de Craniótomo, com fornecimento de todos os acessórios necessários ao seu pleno funcionamento (motor, trépano maestro, console, core, adaptadores, cabos, pedal, etc.) e suporte técnico, durante todo o período contratual, para assistência contínua e ininterrupta aos pacientes assistidos pelo Hospital Doutor José Maria Morais, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual."",2025,2025,11,2026-11,Saúde,XMED SAUDE PRODUTOS MEDICO-HOSPITALARES LTDA,PREGÃO ELETRÔNICO";
"249/2025,2026-11-07,HJC SERVICOS MEDICOS LTDA [46.208.165/0001-54],09 - INEXIGIBILIDADE,182/2025,231000.0,""Credenciamento de pessoa jurídica para fornecer serviços de consultas médicas, no território de Coronel Fabriciano, em conformidade com a “Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema Único de Saúde - SUS” - GRUPO 02 - SUBGRUPO 1 - CONSULTAS, ATENDIMENTOS E ACOMPANHAMENTOS, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS 009/2025,tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal, Estadual e Recursos não Vinculados de Impostos."",2025,2025,11,2026-11,Tecnologia,HJC SERVICOS MEDICOS LTDA,INEXIGIBILIDADE";
